interface_type,model,target,ics_naive_mean,ics_mean,ics_log10_mean,ips_naive_mean,ips_mean,ips_log10_mean,ilddt_naive_mean,ilddt_mean,ilddt_log10_mean
all,M1282TS294_3,M1282,0.0,0.0,0.0,0.456,0.45600000000000007,0.45600000000000007,0.49146808510638296,0.49146808510638296,0.4914680851063829
NA-NA,M1282TS294_3,M1282,,,,,,,,,
NA-protein,M1282TS294_3,M1282,0.0,0.0,0.0,0.456,0.45600000000000007,0.45600000000000007,0.49146808510638296,0.49146808510638296,0.4914680851063829
protein-protein,M1282TS294_3,M1282,,,,,,,,,
NA-containing,M1282TS294_3,M1282,0.0,0.0,0.0,0.456,0.45600000000000007,0.45600000000000007,0.49146808510638296,0.49146808510638296,0.4914680851063829
all,M1282TS294_4,M1282,0.0,0.0,0.0,0.116,0.116,0.116,0.47740425531914876,0.47740425531914876,0.47740425531914876
NA-NA,M1282TS294_4,M1282,,,,,,,,,
NA-protein,M1282TS294_4,M1282,0.0,0.0,0.0,0.116,0.116,0.116,0.47740425531914876,0.47740425531914876,0.47740425531914876
protein-protein,M1282TS294_4,M1282,,,,,,,,,
NA-containing,M1282TS294_4,M1282,0.0,0.0,0.0,0.116,0.116,0.116,0.47740425531914876,0.47740425531914876,0.47740425531914876
all,M1282TS294_5,M1282,0.0,0.0,0.0,0.18,0.18,0.18,0.44,0.44,0.44000000000000006
NA-NA,M1282TS294_5,M1282,,,,,,,,,
NA-protein,M1282TS294_5,M1282,0.0,0.0,0.0,0.18,0.18,0.18,0.44,0.44,0.44000000000000006
protein-protein,M1282TS294_5,M1282,,,,,,,,,
NA-containing,M1282TS294_5,M1282,0.0,0.0,0.0,0.18,0.18,0.18,0.44,0.44,0.44000000000000006
all,M1282TS294_6,M1282,0.0,0.0,0.0,0.179,0.179,0.179,0.4713829787234042,0.4713829787234042,0.4713829787234042
NA-NA,M1282TS294_6,M1282,,,,,,,,,
NA-protein,M1282TS294_6,M1282,0.0,0.0,0.0,0.179,0.179,0.179,0.4713829787234042,0.4713829787234042,0.4713829787234042
protein-protein,M1282TS294_6,M1282,,,,,,,,,
NA-containing,M1282TS294_6,M1282,0.0,0.0,0.0,0.179,0.179,0.179,0.4713829787234042,0.4713829787234042,0.4713829787234042
all,M1282TS304_1,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.46782978723404256,0.46782978723404256,0.46782978723404256
NA-NA,M1282TS304_1,M1282,,,,,,,,,
NA-protein,M1282TS304_1,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.46782978723404256,0.46782978723404256,0.46782978723404256
protein-protein,M1282TS304_1,M1282,,,,,,,,,
NA-containing,M1282TS304_1,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.46782978723404256,0.46782978723404256,0.46782978723404256
all,M1282TS304_2,M1282,0.0,0.0,0.0,0.031,0.031000000000000003,0.031,0.4700851063829786,0.4700851063829786,0.4700851063829786
NA-NA,M1282TS304_2,M1282,,,,,,,,,
NA-protein,M1282TS304_2,M1282,0.0,0.0,0.0,0.031,0.031000000000000003,0.031,0.4700851063829786,0.4700851063829786,0.4700851063829786
protein-protein,M1282TS304_2,M1282,,,,,,,,,
NA-containing,M1282TS304_2,M1282,0.0,0.0,0.0,0.031,0.031000000000000003,0.031,0.4700851063829786,0.4700851063829786,0.4700851063829786
all,M1282TS304_3,M1282,0.0,0.0,0.0,0.014,0.014,0.014,0.4755957446808512,0.4755957446808512,0.4755957446808512
NA-NA,M1282TS304_3,M1282,,,,,,,,,
NA-protein,M1282TS304_3,M1282,0.0,0.0,0.0,0.014,0.014,0.014,0.4755957446808512,0.4755957446808512,0.4755957446808512
protein-protein,M1282TS304_3,M1282,,,,,,,,,
NA-containing,M1282TS304_3,M1282,0.0,0.0,0.0,0.014,0.014,0.014,0.4755957446808512,0.4755957446808512,0.4755957446808512
all,M1282TS304_4,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.4761702127659575,0.4761702127659575,0.4761702127659575
NA-NA,M1282TS304_4,M1282,,,,,,,,,
NA-protein,M1282TS304_4,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.4761702127659575,0.4761702127659575,0.4761702127659575
protein-protein,M1282TS304_4,M1282,,,,,,,,,
NA-containing,M1282TS304_4,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.4761702127659575,0.4761702127659575,0.4761702127659575
all,M1282TS304_5,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.4690000000000001,0.4690000000000001,0.46900000000000003
NA-NA,M1282TS304_5,M1282,,,,,,,,,
NA-protein,M1282TS304_5,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.4690000000000001,0.4690000000000001,0.46900000000000003
protein-protein,M1282TS304_5,M1282,,,,,,,,,
NA-containing,M1282TS304_5,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.4690000000000001,0.4690000000000001,0.46900000000000003
all,M1282TS338_1,M1282,0.0,0.0,0.0,0.028,0.028,0.028,0.46938297872340423,0.46938297872340423,0.46938297872340423
NA-NA,M1282TS338_1,M1282,,,,,,,,,
NA-protein,M1282TS338_1,M1282,0.0,0.0,0.0,0.028,0.028,0.028,0.46938297872340423,0.46938297872340423,0.46938297872340423
protein-protein,M1282TS338_1,M1282,,,,,,,,,
NA-containing,M1282TS338_1,M1282,0.0,0.0,0.0,0.028,0.028,0.028,0.46938297872340423,0.46938297872340423,0.46938297872340423
all,M1282TS338_2,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.47302127659574483,0.47302127659574483,0.47302127659574483
NA-NA,M1282TS338_2,M1282,,,,,,,,,
NA-protein,M1282TS338_2,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.47302127659574483,0.47302127659574483,0.47302127659574483
protein-protein,M1282TS338_2,M1282,,,,,,,,,
NA-containing,M1282TS338_2,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.47302127659574483,0.47302127659574483,0.47302127659574483
all,M1282TS338_3,M1282,0.0,0.0,0.0,0.034,0.034,0.034,0.45782978723404266,0.45782978723404266,0.4578297872340427
NA-NA,M1282TS338_3,M1282,,,,,,,,,
NA-protein,M1282TS338_3,M1282,0.0,0.0,0.0,0.034,0.034,0.034,0.45782978723404266,0.45782978723404266,0.4578297872340427
protein-protein,M1282TS338_3,M1282,,,,,,,,,
NA-containing,M1282TS338_3,M1282,0.0,0.0,0.0,0.034,0.034,0.034,0.45782978723404266,0.45782978723404266,0.4578297872340427
all,M1282TS338_4,M1282,0.0,0.0,0.0,0.064,0.064,0.064,0.061978723404255316,0.061978723404255316,0.06197872340425532
NA-NA,M1282TS338_4,M1282,,,,,,,,,
NA-protein,M1282TS338_4,M1282,0.0,0.0,0.0,0.064,0.064,0.064,0.061978723404255316,0.061978723404255316,0.06197872340425532
protein-protein,M1282TS338_4,M1282,,,,,,,,,
NA-containing,M1282TS338_4,M1282,0.0,0.0,0.0,0.064,0.064,0.064,0.061978723404255316,0.061978723404255316,0.06197872340425532
all,M1282TS338_5,M1282,0.0,0.0,0.0,0.07,0.07,0.07,0.07691489361702127,0.07691489361702127,0.07691489361702127
NA-NA,M1282TS338_5,M1282,,,,,,,,,
NA-protein,M1282TS338_5,M1282,0.0,0.0,0.0,0.07,0.07,0.07,0.07691489361702127,0.07691489361702127,0.07691489361702127
protein-protein,M1282TS338_5,M1282,,,,,,,,,
NA-containing,M1282TS338_5,M1282,0.0,0.0,0.0,0.07,0.07,0.07,0.07691489361702127,0.07691489361702127,0.07691489361702127
all,M1282TS369_1,M1282,0.012,0.012000000000000002,0.011999999999999999,0.117,0.117,0.11699999999999999,0.3746808510638297,0.3746808510638297,0.3746808510638297
NA-NA,M1282TS369_1,M1282,,,,,,,,,
NA-protein,M1282TS369_1,M1282,0.012,0.012000000000000002,0.011999999999999999,0.117,0.117,0.11699999999999999,0.3746808510638297,0.3746808510638297,0.3746808510638297
protein-protein,M1282TS369_1,M1282,,,,,,,,,
NA-containing,M1282TS369_1,M1282,0.012,0.012000000000000002,0.011999999999999999,0.117,0.117,0.11699999999999999,0.3746808510638297,0.3746808510638297,0.3746808510638297
all,M1282TS369_2,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.46621276595744676,0.46621276595744676,0.46621276595744676
NA-NA,M1282TS369_2,M1282,,,,,,,,,
NA-protein,M1282TS369_2,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.46621276595744676,0.46621276595744676,0.46621276595744676
protein-protein,M1282TS369_2,M1282,,,,,,,,,
NA-containing,M1282TS369_2,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.46621276595744676,0.46621276595744676,0.46621276595744676
all,M1282TS369_3,M1282,0.06,0.06,0.060000000000000005,0.216,0.216,0.216,0.06361702127659576,0.06361702127659576,0.06361702127659576
NA-NA,M1282TS369_3,M1282,,,,,,,,,
NA-protein,M1282TS369_3,M1282,0.06,0.06,0.060000000000000005,0.216,0.216,0.216,0.06361702127659576,0.06361702127659576,0.06361702127659576
protein-protein,M1282TS369_3,M1282,,,,,,,,,
NA-containing,M1282TS369_3,M1282,0.06,0.06,0.060000000000000005,0.216,0.216,0.216,0.06361702127659576,0.06361702127659576,0.06361702127659576
all,M1282TS369_4,M1282,0.0,0.0,0.0,0.085,0.085,0.085,0.18231914893617024,0.18231914893617024,0.18231914893617024
NA-NA,M1282TS369_4,M1282,,,,,,,,,
NA-protein,M1282TS369_4,M1282,0.0,0.0,0.0,0.085,0.085,0.085,0.18231914893617024,0.18231914893617024,0.18231914893617024
protein-protein,M1282TS369_4,M1282,,,,,,,,,
NA-containing,M1282TS369_4,M1282,0.0,0.0,0.0,0.085,0.085,0.085,0.18231914893617024,0.18231914893617024,0.18231914893617024
all,M1282TS369_5,M1282,0.0,0.0,0.0,0.093,0.09299999999999999,0.09300000000000001,0.25736170212765963,0.25736170212765963,0.25736170212765963
NA-NA,M1282TS369_5,M1282,,,,,,,,,
NA-protein,M1282TS369_5,M1282,0.0,0.0,0.0,0.093,0.09299999999999999,0.09300000000000001,0.25736170212765963,0.25736170212765963,0.25736170212765963
protein-protein,M1282TS369_5,M1282,,,,,,,,,
NA-containing,M1282TS369_5,M1282,0.0,0.0,0.0,0.093,0.09299999999999999,0.09300000000000001,0.25736170212765963,0.25736170212765963,0.25736170212765963
all,M1282TS450_1,M1282,0.0,0.0,0.0,0.041,0.041,0.041,0.39153191489361705,0.39153191489361705,0.3915319148936171
NA-NA,M1282TS450_1,M1282,,,,,,,,,
NA-protein,M1282TS450_1,M1282,0.0,0.0,0.0,0.041,0.041,0.041,0.39153191489361705,0.39153191489361705,0.3915319148936171
protein-protein,M1282TS450_1,M1282,,,,,,,,,
NA-containing,M1282TS450_1,M1282,0.0,0.0,0.0,0.041,0.041,0.041,0.39153191489361705,0.39153191489361705,0.3915319148936171
all,M1282TS450_2,M1282,0.0,0.0,0.0,0.352,0.35200000000000004,0.352,0.38991489361702136,0.38991489361702136,0.38991489361702136
NA-NA,M1282TS450_2,M1282,,,,,,,,,
NA-protein,M1282TS450_2,M1282,0.0,0.0,0.0,0.352,0.35200000000000004,0.352,0.38991489361702136,0.38991489361702136,0.38991489361702136
protein-protein,M1282TS450_2,M1282,,,,,,,,,
NA-containing,M1282TS450_2,M1282,0.0,0.0,0.0,0.352,0.35200000000000004,0.352,0.38991489361702136,0.38991489361702136,0.38991489361702136
all,M1282TS450_3,M1282,0.031,0.031000000000000003,0.031,0.163,0.163,0.163,0.4079148936170214,0.4079148936170214,0.4079148936170213
NA-NA,M1282TS450_3,M1282,,,,,,,,,
NA-protein,M1282TS450_3,M1282,0.031,0.031000000000000003,0.031,0.163,0.163,0.163,0.4079148936170214,0.4079148936170214,0.4079148936170213
protein-protein,M1282TS450_3,M1282,,,,,,,,,
NA-containing,M1282TS450_3,M1282,0.031,0.031000000000000003,0.031,0.163,0.163,0.163,0.4079148936170214,0.4079148936170214,0.4079148936170213
all,M1282TS450_4,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.4737021276595745,0.4737021276595745,0.47370212765957453
NA-NA,M1282TS450_4,M1282,,,,,,,,,
NA-protein,M1282TS450_4,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.4737021276595745,0.4737021276595745,0.47370212765957453
protein-protein,M1282TS450_4,M1282,,,,,,,,,
NA-containing,M1282TS450_4,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.4737021276595745,0.4737021276595745,0.47370212765957453
all,M1282TS450_5,M1282,0.0,0.0,0.0,0.091,0.091,0.091,0.4757659574468084,0.4757659574468084,0.4757659574468084
NA-NA,M1282TS450_5,M1282,,,,,,,,,
NA-protein,M1282TS450_5,M1282,0.0,0.0,0.0,0.091,0.091,0.091,0.4757659574468084,0.4757659574468084,0.4757659574468084
protein-protein,M1282TS450_5,M1282,,,,,,,,,
NA-containing,M1282TS450_5,M1282,0.0,0.0,0.0,0.091,0.091,0.091,0.4757659574468084,0.4757659574468084,0.4757659574468084
all,M1282TS462_1,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.4737021276595745,0.4737021276595745,0.47370212765957453
NA-NA,M1282TS462_1,M1282,,,,,,,,,
NA-protein,M1282TS462_1,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.4737021276595745,0.4737021276595745,0.47370212765957453
protein-protein,M1282TS462_1,M1282,,,,,,,,,
NA-containing,M1282TS462_1,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.4737021276595745,0.4737021276595745,0.47370212765957453
all,M1282TS462_2,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.46957446808510644,0.46957446808510644,0.46957446808510644
NA-NA,M1282TS462_2,M1282,,,,,,,,,
NA-protein,M1282TS462_2,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.46957446808510644,0.46957446808510644,0.46957446808510644
protein-protein,M1282TS462_2,M1282,,,,,,,,,
NA-containing,M1282TS462_2,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.46957446808510644,0.46957446808510644,0.46957446808510644
all,M1282TS462_3,M1282,0.0,0.0,0.0,0.015,0.015,0.015000000000000001,0.4717234042553193,0.4717234042553193,0.47172340425531933
NA-NA,M1282TS462_3,M1282,,,,,,,,,
NA-protein,M1282TS462_3,M1282,0.0,0.0,0.0,0.015,0.015,0.015000000000000001,0.4717234042553193,0.4717234042553193,0.47172340425531933
protein-protein,M1282TS462_3,M1282,,,,,,,,,
NA-containing,M1282TS462_3,M1282,0.0,0.0,0.0,0.015,0.015,0.015000000000000001,0.4717234042553193,0.4717234042553193,0.47172340425531933
all,M1282TS462_4,M1282,0.0,0.0,0.0,0.029,0.029,0.029,0.4686808510638298,0.4686808510638298,0.4686808510638298
NA-NA,M1282TS462_4,M1282,,,,,,,,,
NA-protein,M1282TS462_4,M1282,0.0,0.0,0.0,0.029,0.029,0.029,0.4686808510638298,0.4686808510638298,0.4686808510638298
protein-protein,M1282TS462_4,M1282,,,,,,,,,
NA-containing,M1282TS462_4,M1282,0.0,0.0,0.0,0.029,0.029,0.029,0.4686808510638298,0.4686808510638298,0.4686808510638298
all,M1282TS462_5,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.46117021276595754,0.46117021276595754,0.46117021276595754
NA-NA,M1282TS462_5,M1282,,,,,,,,,
NA-protein,M1282TS462_5,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.46117021276595754,0.46117021276595754,0.46117021276595754
protein-protein,M1282TS462_5,M1282,,,,,,,,,
NA-containing,M1282TS462_5,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.46117021276595754,0.46117021276595754,0.46117021276595754
all,M1282TS481_1,M1282,0.041,0.041,0.041,0.447,0.447,0.447,0.4283191489361703,0.4283191489361703,0.42831914893617024
NA-NA,M1282TS481_1,M1282,,,,,,,,,
NA-protein,M1282TS481_1,M1282,0.041,0.041,0.041,0.447,0.447,0.447,0.4283191489361703,0.4283191489361703,0.42831914893617024
protein-protein,M1282TS481_1,M1282,,,,,,,,,
NA-containing,M1282TS481_1,M1282,0.041,0.041,0.041,0.447,0.447,0.447,0.4283191489361703,0.4283191489361703,0.42831914893617024
all,M1282TS481_2,M1282,0.0,0.0,0.0,0.298,0.298,0.298,0.4433404255319149,0.4433404255319149,0.4433404255319149
NA-NA,M1282TS481_2,M1282,,,,,,,,,
NA-protein,M1282TS481_2,M1282,0.0,0.0,0.0,0.298,0.298,0.298,0.4433404255319149,0.4433404255319149,0.4433404255319149
protein-protein,M1282TS481_2,M1282,,,,,,,,,
NA-containing,M1282TS481_2,M1282,0.0,0.0,0.0,0.298,0.298,0.298,0.4433404255319149,0.4433404255319149,0.4433404255319149
all,M1282TS481_3,M1282,0.0,0.0,0.0,0.208,0.208,0.208,0.434531914893617,0.434531914893617,0.434531914893617
NA-NA,M1282TS481_3,M1282,,,,,,,,,
NA-protein,M1282TS481_3,M1282,0.0,0.0,0.0,0.208,0.208,0.208,0.434531914893617,0.434531914893617,0.434531914893617
protein-protein,M1282TS481_3,M1282,,,,,,,,,
NA-containing,M1282TS481_3,M1282,0.0,0.0,0.0,0.208,0.208,0.208,0.434531914893617,0.434531914893617,0.434531914893617
all,M1282TS481_4,M1282,0.0,0.0,0.0,0.293,0.293,0.293,0.44795744680851063,0.44795744680851063,0.4479574468085107
NA-NA,M1282TS481_4,M1282,,,,,,,,,
NA-protein,M1282TS481_4,M1282,0.0,0.0,0.0,0.293,0.293,0.293,0.44795744680851063,0.44795744680851063,0.4479574468085107
protein-protein,M1282TS481_4,M1282,,,,,,,,,
NA-containing,M1282TS481_4,M1282,0.0,0.0,0.0,0.293,0.293,0.293,0.44795744680851063,0.44795744680851063,0.4479574468085107
all,M1282TS481_5,M1282,0.0,0.0,0.0,0.206,0.20599999999999996,0.20600000000000002,0.44223404255319154,0.44223404255319154,0.44223404255319154
NA-NA,M1282TS481_5,M1282,,,,,,,,,
NA-protein,M1282TS481_5,M1282,0.0,0.0,0.0,0.206,0.20599999999999996,0.20600000000000002,0.44223404255319154,0.44223404255319154,0.44223404255319154
protein-protein,M1282TS481_5,M1282,,,,,,,,,
NA-containing,M1282TS481_5,M1282,0.0,0.0,0.0,0.206,0.20599999999999996,0.20600000000000002,0.44223404255319154,0.44223404255319154,0.44223404255319154
all,M1282TS489_1,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.4741063829787235,0.4741063829787235,0.47410638297872354
NA-NA,M1282TS489_1,M1282,,,,,,,,,
NA-protein,M1282TS489_1,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.4741063829787235,0.4741063829787235,0.47410638297872354
protein-protein,M1282TS489_1,M1282,,,,,,,,,
NA-containing,M1282TS489_1,M1282,0.0,0.0,0.0,0.016,0.016,0.016,0.4741063829787235,0.4741063829787235,0.47410638297872354
all,M1282TS489_2,M1282,0.0,0.0,0.0,0.053,0.053000000000000005,0.05299999999999999,0.46917021276595744,0.46917021276595744,0.46917021276595744
NA-NA,M1282TS489_2,M1282,,,,,,,,,
NA-protein,M1282TS489_2,M1282,0.0,0.0,0.0,0.053,0.053000000000000005,0.05299999999999999,0.46917021276595744,0.46917021276595744,0.46917021276595744
protein-protein,M1282TS489_2,M1282,,,,,,,,,
NA-containing,M1282TS489_2,M1282,0.0,0.0,0.0,0.053,0.053000000000000005,0.05299999999999999,0.46917021276595744,0.46917021276595744,0.46917021276595744
all,M1282TS489_3,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.46682978723404245,0.46682978723404245,0.4668297872340425
NA-NA,M1282TS489_3,M1282,,,,,,,,,
NA-protein,M1282TS489_3,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.46682978723404245,0.46682978723404245,0.4668297872340425
protein-protein,M1282TS489_3,M1282,,,,,,,,,
NA-containing,M1282TS489_3,M1282,0.0,0.0,0.0,0.0,0.0,0.0,0.46682978723404245,0.46682978723404245,0.4668297872340425
all,M1282TS489_4,M1282,0.0,0.0,0.0,0.087,0.087,0.087,0.4684468085106383,0.4684468085106383,0.46844680851063836
NA-NA,M1282TS489_4,M1282,,,,,,,,,
NA-protein,M1282TS489_4,M1282,0.0,0.0,0.0,0.087,0.087,0.087,0.4684468085106383,0.4684468085106383,0.46844680851063836
protein-protein,M1282TS489_4,M1282,,,,,,,,,
NA-containing,M1282TS489_4,M1282,0.0,0.0,0.0,0.087,0.087,0.087,0.4684468085106383,0.4684468085106383,0.46844680851063836
all,M1282TS489_5,M1282,0.0,0.0,0.0,0.014,0.014,0.014,0.4749574468085106,0.4749574468085106,0.47495744680851065
NA-NA,M1282TS489_5,M1282,,,,,,,,,
NA-protein,M1282TS489_5,M1282,0.0,0.0,0.0,0.014,0.014,0.014,0.4749574468085106,0.4749574468085106,0.47495744680851065
protein-protein,M1282TS489_5,M1282,,,,,,,,,
NA-containing,M1282TS489_5,M1282,0.0,0.0,0.0,0.014,0.014,0.014,0.4749574468085106,0.4749574468085106,0.47495744680851065
all,M1287TS028_1,M1287,0.28750000000000003,0.47602631578947363,0.3648022698036211,0.29949999999999993,0.40615789473684205,0.345464801385363,0.4802344109866168,0.5438421052631578,0.5057736512434068
NA-NA,M1287TS028_1,M1287,0.698,0.698,0.698,0.567,0.567,0.567,0.5143235294117645,0.5143235294117645,0.5143235294117645
NA-protein,M1287TS028_1,M1287,0.13124999999999998,0.13674,0.13513348614291204,0.21275000000000002,0.22652,0.22124949623411655,0.429378373015873,0.4317399999999999,0.43060881645140264
protein-protein,M1287TS028_1,M1287,0.502,0.502,0.502,0.379,0.379,0.379,0.6495694444444444,0.6495694444444444,0.6495694444444445
NA-containing,M1287TS028_1,M1287,0.2446,0.4601779661016949,0.3192073349080021,0.28359999999999996,0.42272881355932196,0.3343200455985331,0.4463674042950513,0.4793305084745762,0.45798598143370434
all,M1287TS028_2,M1287,0.24933333333333332,0.4423,0.3286341579347047,0.2778333333333333,0.37413157894736837,0.3193709306098926,0.5146182967631495,0.5594210526315788,0.5322826685852459
NA-NA,M1287TS028_2,M1287,0.698,0.698,0.698,0.567,0.567,0.567,0.5506617647058822,0.5506617647058822,0.5506617647058822
NA-protein,M1287TS028_2,M1287,0.08925,0.09641999999999999,0.09365214291242713,0.1985,0.20994000000000004,0.20563878314097842,0.4778974206349206,0.47623999999999994,0.47733884790906045
protein-protein,M1287TS028_2,M1287,0.441,0.441,0.44100000000000006,0.306,0.306,0.306,0.6254583333333331,0.6254583333333331,0.6254583333333331
NA-containing,M1287TS028_2,M1287,0.211,0.4430932203389831,0.2912916068143235,0.2722,0.4157033898305085,0.32381449326781175,0.49245028944911284,0.5191271186440677,0.5013175909417296
all,M1287TS028_3,M1287,0.27099999999999996,0.4897947368421053,0.36025076666956307,0.295,0.41112105263157894,0.3441305671329662,0.5776651649548709,0.6291157894736843,0.5986011132543847
NA-NA,M1287TS028_3,M1287,0.698,0.698,0.698,0.567,0.567,0.567,0.6223235294117646,0.6223235294117646,0.6223235294117646
NA-protein,M1287TS028_3,M1287,0.0905,0.09690000000000001,0.09451770411484894,0.2,0.21082,0.20675620115275553,0.5363196428571428,0.5386,0.5377954834481024
protein-protein,M1287TS028_3,M1287,0.566,0.566,0.566,0.403,0.403,0.403,0.6983888888888891,0.6983888888888891,0.698388888888889
NA-containing,M1287TS028_3,M1287,0.21200000000000002,0.44329661016949157,0.29187410413223785,0.2734,0.4160762711864407,0.3245664828359997,0.5535204201680671,0.5868474576271187,0.5654386321628867
all,M1287TS028_4,M1287,0.29883333333333334,0.506457894736842,0.38345987694211237,0.30983333333333335,0.41248947368421046,0.354254266890649,0.5753700007780891,0.6244894736842108,0.5949747495350395
NA-NA,M1287TS028_4,M1287,0.703,0.703,0.703,0.567,0.567,0.567,0.6096029411764707,0.6096029411764707,0.6096029411764707
NA-protein,M1287TS028_4,M1287,0.12725,0.13182,0.13062937814942333,0.2265,0.24050000000000002,0.2351938758574456,0.5355882936507936,0.53562,0.535871733634459
protein-protein,M1287TS028_4,M1287,0.581,0.581,0.581,0.386,0.386,0.386,0.7002638888888894,0.7002638888888894,0.7002638888888894
NA-containing,M1287TS028_4,M1287,0.2424,0.46097457627118643,0.31781134881263845,0.29460000000000003,0.4286525423728813,0.3437042043476117,0.550391223155929,0.5782542372881356,0.5599839997086167
all,M1287TS028_5,M1287,0.28783333333333333,0.4888368421052631,0.37017583905419377,0.2798333333333333,0.3930894736842105,0.3284628198830733,0.5128668572984749,0.5794157894736842,0.5393644333828854
NA-NA,M1287TS028_5,M1287,0.703,0.703,0.703,0.567,0.567,0.567,0.5409705882352941,0.5409705882352941,0.5409705882352941
NA-protein,M1287TS028_5,M1287,0.12175,0.12822,0.1260583035180879,0.1875,0.20133999999999996,0.19598444336050125,0.45942916666666667,0.46019999999999994,0.4599918625557298
protein-protein,M1287TS028_5,M1287,0.537,0.537,0.537,0.362,0.362,0.362,0.6985138888888888,0.6985138888888888,0.6985138888888888
NA-containing,M1287TS028_5,M1287,0.238,0.45944915254237284,0.3147351495730127,0.26339999999999997,0.4120593220338983,0.3173174055833965,0.4757374509803921,0.5067457627118644,0.4864742794999974
all,M1287TS033_1,M1287,0.2925,0.5018157894736842,0.3780024453704812,0.3041666666666667,0.4123421052631579,0.35047289113172375,0.5869242958294428,0.6367263157894737,0.6072890521976467
NA-NA,M1287TS033_1,M1287,0.703,0.703,0.703,0.567,0.567,0.567,0.6305882352941176,0.6305882352941176,0.6305882352941176
NA-protein,M1287TS033_1,M1287,0.11975,0.1257,0.12377549930599355,0.21600000000000003,0.22841999999999998,0.22375700106168642,0.5469928571428571,0.5496599999999999,0.548709192288103
protein-protein,M1287TS033_1,M1287,0.573,0.573,0.573,0.394,0.394,0.394,0.7029861111111111,0.7029861111111111,0.7029861111111112
NA-containing,M1287TS033_1,M1287,0.2364,0.45838135593220336,0.313198889251792,0.2862,0.4235338983050847,0.33600752284754815,0.5637119327731092,0.5962966101694915,0.5754860393882061
all,M1287TS033_2,M1287,0.2643333333333333,0.48120526315789475,0.35320214996746085,0.29666666666666663,0.40794736842105267,0.344446955896034,0.5644917250233428,0.6136684210526318,0.5841325111430185
NA-NA,M1287TS033_2,M1287,0.698,0.698,0.698,0.567,0.567,0.567,0.5887205882352944,0.5887205882352944,0.5887205882352944
NA-protein,M1287TS033_2,M1287,0.08575,0.09450000000000001,0.09093336947828629,0.20625000000000002,0.22035999999999997,0.214789962225494,0.5249220238095238,0.52538,0.5254047803852941
protein-protein,M1287TS033_2,M1287,0.545,0.545,0.545,0.388,0.388,0.388,0.6985416666666668,0.6985416666666668,0.6985416666666668
NA-containing,M1287TS033_2,M1287,0.2082,0.44227966101694915,0.289461951985788,0.2784,0.42011864406779664,0.3299729685524828,0.537681736694678,0.5618813559322036,0.5461109054641428
all,M1287TS033_3,M1287,0.317,0.5435315789473685,0.4087010649222592,0.30183333333333334,0.45758947368421055,0.3654354022895965,0.5425824774354188,0.5838263157894737,0.5590512085187882
NA-NA,M1287TS033_3,M1287,0.698,0.698,0.698,0.567,0.567,0.567,0.5352647058823529,0.5352647058823529,0.5352647058823529
NA-protein,M1287TS033_3,M1287,0.131,0.13693999999999998,0.13414225244944056,0.17450000000000002,0.18148,0.17831791841283456,0.5101339285714286,0.51182,0.5110335233457549
protein-protein,M1287TS033_3,M1287,0.68,0.68,0.68,0.546,0.546,0.546,0.6796944444444448,0.6796944444444448,0.6796944444444449
NA-containing,M1287TS033_3,M1287,0.2444,0.4602627118644068,0.3185402636873212,0.253,0.4036440677966101,0.30542835213450004,0.5151600840336135,0.5253305084745762,0.5189578302992388
all,M1287TS033_4,M1287,0.29150000000000004,0.4967736842105263,0.37555812975943526,0.2973333333333334,0.40802105263157895,0.3447724119909685,0.5365428065670712,0.6021105263157892,0.5619674356078107
NA-NA,M1287TS033_4,M1287,0.698,0.698,0.698,0.567,0.567,0.567,0.5960588235294116,0.5960588235294116,0.5960588235294116
